Total population,year,population
Indonesia,1999,208644079.0
Iran,1999,64780362.0
Iraq,1999,22888600.0
Ireland,1999,3788816.0
Isle of Man,1999,75879.0
Israel,1999,5891263.0
Italy,1999,57035249.0
Jamaica,1999,2579973.0
Japan,1999,125481050.0
Jersey,1999,88431.0
Jordan,1999,4691402.0
Kazakhstan,1999,15059994.0
Kenya,1999,30301240.0
Kiribati,1999,82969.0
North Korea,1999,22641747.0
South Korea,1999,45908307.0
United Korea (former),1999,68487028.0
Kosovo,1999,2636136.0
Kuwait,1999,1853152.0
Kyrgyz Republic,1999,4893658.0
Lao,1999,5256207.0
Latvia,1999,2394521.0
Lebanon,1999,3156661.0
Lesotho,1999,1839631.0
Liberia,1999,2741755.0
Libya,1999,5245414.0
Liechtenstein,1999,32843.0
Lithuania,1999,3515218.0
Luxembourg,1999,431264.0
"Macao, China",1999,425448.0
"Macedonia, FYR",1999,1999362.0
Madagascar,1999,15262817.0
Malawi,1999,10882543.0
Malaysia,1999,22898579.0
Maldives,1999,275385.0
Mali,1999,10736542.0
Malta,1999,384663.0
Marshall Islands,1999,52076.0
Martinique,1999,383555.0
Mauritania,1999,2629806.0
Mauritius,1999,1175577.0
Mayotte,1999,144937.0
Mexico,1999,101266570.0
"Micronesia, Fed. Sts.",1999,107808.0
Moldova,1999,4224270.0
Monaco,1999,31795.0
Mongolia,1999,2376165.0
Montenegro,1999,614623.0
Montserrat,1999,5788.0
Morocco,1999,28630973.0
Mozambique,1999,17774066.0
Myanmar,1999,47106923.0
Namibia,1999,1857320.0
Nauru,1999,10044.0
Nepal,1999,23315053.0
Netherlands,1999,15806771.0
Netherlands Antilles,1999,181325.0
New Caledonia,1999,205983.0
New Zealand,1999,3817489.0
Ngorno-Karabakh,1999,
Nicaragua,1999,4949661.0
Niger,1999,10821434.0
Nigeria,1999,119826231.0
Niue,1999,1954.0
Norfolk Island,1999,1927.0
Northern Cyprus,1999,
Northern Mariana Islands,1999,67271.0
Norway,1999,4466468.0
Oman,1999,2225481.0
Pakistan,1999,135158132.0
Palau,1999,18878.0
Panama,1999,2970193.0
Papua New Guinea,1999,5236863.0
Paraguay,1999,5196935.0
Peru,1999,25561297.0
Philippines,1999,76285225.0
Pitcairn,1999,59.0
Poland,1999,38515359.0
Portugal,1999,10237593.0
Puerto Rico,1999,3786884.0
Qatar,1999,570643.0
Reunion,1999,724484.0
Romania,1999,22288573.0
Russia,1999,146924174.0
Rwanda,1999,7585143.0
St. Barthélemy,1999,6836.0
St. Helena,1999,5199.0
St. Kitts and Nevis,1999,44938.0
St. Lucia,1999,155073.0
St. Martin,1999,27084.0
St. Vincent and the Grenadines,1999,107879.0
St.-Pierre-et-Miquelon,1999,6277.0
Samoa,1999,173758.0
San Marino,1999,27097.0
Sao Tome and Principe,1999,134602.0
Saudi Arabia,1999,20825955.0
Senegal,1999,9617641.0
Serbia,1999,9559819.0
Serbia and Montenegro,1999,10914959.0
Serbia excluding Kosovo,1999,7541497.0
Seychelles,1999,80066.0
Sierra Leone,1999,3948800.0
Singapore,1999,3822619.0
Slovak Republic,1999,5384857.0
Slovenia,1999,1988527.0
Solomon Islands,1999,401319.0
Somalia,1999,7148406.0
Somaliland,1999,
South Africa,1999,44233730.0
South Ossetia,1999,
Spain,1999,40392585.0
Sri Lanka,1999,18670843.0
Sudan,1999,27406808.0
Suriname,1999,475637.0
Svalbard,1999,2465.0
Swaziland,1999,1048151.0
Sweden,1999,8863595.0
Switzerland,1999,7136813.0
Syria,1999,15972430.0
Taiwan,1999,22008333.0
Tajikistan,1999,6094126.0
Tanzania,1999,33135281.0
Thailand,1999,61973957.0
Timor-Leste,1999,841063.0
Togo,1999,4747665.0
Tokelau,1999,1571.0
Tonga,1999,97398.0
Transnistria,1999,
Trinidad and Tobago,1999,1264781.0
Tunisia,1999,9603733.0
Turkey,1999,62295617.0
Turkmenistan,1999,4449427.0
Turks and Caicos Islands,1999,17866.0
Tuvalu,1999,9374.0
Uganda,1999,23026357.0
Ukraine,1999,49196895.0
United Arab Emirates,1999,2884188.0
United Kingdom,1999,58657794.0
United States,1999,279730801.0
Uruguay,1999,3309318.0
USSR,1999,289659497.0
Uzbekistan,1999,24194543.0
Wallis et Futuna,1999,14460.0
Vanuatu,1999,181346.0
Venezuela,1999,24023355.0
West Bank and Gaza,1999,3119607.0
West Germany,1999,64778708.0
Western Sahara,1999,289509.0
Vietnam,1999,79399708.0
Virgin Islands (U.S.),1999,108431.0
North Yemen (former),1999,13113495.0
South Yemen (former),1999,3650132.0
Yemen,1999,17304422.0
Yugoslavia,1999,23280653.0
Zambia,1999,10309310.0
Zimbabwe,1999,12374019.0
Åland,1999,25657.0
South Sudan,1999,6398416.0
Curaçao,1999,134312.0
Sint Maarten (Dutch part),1999,31617.0
St. Martin (French part),1999,
Antarctica,1999,
Bouvet Island,1999,
British Indian Ocean Territory,1999,
Clipperton,1999,
French Southern and Antarctic Lands,1999,
Gaza Strip,1999,
Heard and McDonald Islands,1999,
Northern Marianas,1999,
South Georgia and the South Sandwich Islands,1999,
US Minor Outlying Islands,1999,
Virgin Islands,1999,
West Bank,1999,
Abkhazia,2000,
Afghanistan,2000,19701940.0
Akrotiri and Dhekelia,2000,15157.0
Albania,2000,3121965.0
Algeria,2000,31183658.0
American Samoa,2000,57522.0
Andorra,2000,65399.0
Angola,2000,15058638.0
Anguilla,2000,11071.0
Antigua and Barbuda,2000,77648.0
Argentina,2000,37057453.0
Armenia,2000,3076098.0
Aruba,2000,90858.0
Australia,2000,19107251.0
Austria,2000,8050884.0
Azerbaijan,2000,8117742.0
Bahamas,2000,297891.0
Bahrain,2000,666855.0
Bangladesh,2000,131280739.0
Barbados,2000,269838.0
Belarus,2000,9952055.0
Belgium,2000,10268380.0
Belize,2000,247312.0
Benin,2000,6949366.0
Bermuda,2000,64035.0
Bhutan,2000,564187.0
Bolivia,2000,8339512.0
Bosnia and Herzegovina,2000,3792878.0
Botswana,2000,1736579.0
Brazil,2000,175786441.0
British Virgin Islands,2000,20643.0
Brunei,2000,330554.0
Bulgaria,2000,8000510.0
Burkina Faso,2000,11607944.0
Burundi,2000,6767073.0
Cambodia,2000,12197905.0
Cameroon,2000,15927713.0
Canada,2000,30701903.0
Cape Verde,2000,438737.0
Cayman Islands,2000,41685.0
Central African Republic,2000,3726048.0
Chad,2000,8343321.0
Channel Islands,2000,148725.0
Chile,2000,15170387.0
China,2000,1269974572.0
Christmas Island,2000,2567.0
Cocos Island,2000,632.0
Colombia,2000,40403959.0
Comoros,2000,547696.0
"Congo, Dem. Rep.",2000,48048664.0
"Congo, Rep.",2000,3109269.0
Cook Is,2000,17826.0
Costa Rica,2000,3925450.0
Cote d'Ivoire,2000,16517948.0
Croatia,2000,4428069.0
Cuba,2000,11116787.0
Cyprus,2000,943287.0
Czech Republic,2000,10263010.0
Czechoslovakia,2000,15671204.0
Denmark,2000,5338283.0
Djibouti,2000,722562.0
Dominica,2000,69679.0
Dominican Republic,2000,8562623.0
East Germany,2000,16159469.0
Ecuador,2000,12628596.0
Egypt,2000,68334905.0
El Salvador,2000,5811836.0
Equatorial Guinea,2000,530896.0
Eritrea,2000,3535156.0
Eritrea and Ethiopia,2000,69029441.0
Estonia,2000,1399145.0
Ethiopia,2000,66443603.0
Faeroe Islands,2000,46491.0
Falkland Is (Malvinas),2000,2881.0
Fiji,2000,811223.0
Finland,2000,5176482.0
France,2000,59387183.0
French Guiana,2000,163162.0
French Polynesia,2000,237267.0
Gabon,2000,1231548.0
Gambia,2000,1228863.0
Georgia,2000,4743591.0
Germany,2000,81895925.0
Ghana,2000,18824994.0
Gibraltar,2000,27351.0
Greece,2000,10954032.0
Greenland,2000,56174.0
Grenada,2000,101620.0
Guadeloupe,2000,431157.0
Guam,2000,155328.0
Guatemala,2000,11688660.0
Guernsey,2000,64076.0
Guinea,2000,8799165.0
Guinea-Bissau,2000,1315455.0
Guyana,2000,742218.0
Haiti,2000,8549202.0
Holy See,2000,787.0
Honduras,2000,6243080.0
"Hong Kong, China",2000,6783502.0
Hungary,2000,10224113.0
Iceland,2000,281214.0
India,2000,1053481072.0
Indonesia,2000,211540428.0
Iran,2000,65850062.0
Iraq,2000,23574751.0
Ireland,2000,3841574.0
Isle of Man,2000,76806.0
Israel,2000,6013711.0
Italy,2000,57147081.0
Jamaica,2000,2600095.0
Japan,2000,125714674.0
Jersey,2000,88905.0
Jordan,2000,4767476.0
Kazakhstan,2000,14956769.0
Kenya,2000,31065820.0
Kiribati,2000,84406.0
North Korea,2000,22840218.0
South Korea,2000,46206271.0
United Korea (former),2000,69018212.0
Kosovo,2000,2608347.0
Kuwait,2000,1929470.0
Kyrgyz Republic,2000,4954850.0
Lao,2000,5342879.0
Latvia,2000,2371481.0
Lebanon,2000,3235380.0
Lesotho,2000,1856225.0
Liberia,2000,2891968.0
Libya,2000,5337264.0
Liechtenstein,2000,33282.0
Lithuania,2000,3486373.0
Luxembourg,2000,436107.0
"Macao, China",2000,431907.0
"Macedonia, FYR",2000,2012051.0
Madagascar,2000,15744811.0
Malawi,2000,11193230.0
Malaysia,2000,23420751.0
Maldives,2000,280384.0
Mali,2000,11046926.0
Malta,2000,387180.0
Marshall Islands,2000,52161.0
Martinique,2000,387018.0
Mauritania,2000,2711421.0
Mauritius,2000,1185143.0
Mayotte,2000,150329.0
Mexico,2000,102808590.0
"Micronesia, Fed. Sts.",2000,107430.0
Moldova,2000,4201088.0
Monaco,2000,32081.0
Mongolia,2000,2397438.0
Montenegro,2000,613557.0
Montserrat,2000,4956.0
Morocco,2000,28950553.0
Mozambique,2000,18264536.0
Myanmar,2000,47669791.0
Namibia,2000,1897953.0
Nauru,2000,10042.0
Nepal,2000,23740145.0
Netherlands,2000,15894016.0
Netherlands Antilles,2000,180106.0
New Caledonia,2000,209997.0
New Zealand,2000,3858234.0
Ngorno-Karabakh,2000,
Nicaragua,2000,5026792.0
Niger,2000,11224523.0
Nigeria,2000,122876723.0
Niue,2000,1900.0
Norfolk Island,2000,1982.0
Northern Cyprus,2000,
Northern Mariana Islands,2000,68434.0
Norway,2000,4491572.0
Oman,2000,2239403.0
Pakistan,2000,138250487.0
Palau,2000,19174.0
Panama,2000,3028751.0
Papua New Guinea,2000,5374051.0
Paraguay,2000,5302703.0
Peru,2000,25914875.0
Philippines,2000,77932247.0
Pitcairn,2000,58.0
Poland,2000,38486305.0
Portugal,2000,10278542.0
Puerto Rico,2000,3796981.0
Qatar,2000,593453.0
Reunion,2000,736711.0
Romania,2000,22128139.0
Russia,2000,146400951.0
Rwanda,2000,8021875.0
St. Barthélemy,2000,7036.0
St. Helena,2000,5113.0
St. Kitts and Nevis,2000,45544.0
St. Lucia,2000,156949.0
St. Martin,2000,27330.0
St. Vincent and the Grenadines,2000,107897.0
St.-Pierre-et-Miquelon,2000,6271.0
Samoa,2000,174614.0
San Marino,2000,27420.0
Sao Tome and Principe,2000,137164.0
Saudi Arabia,2000,21392273.0
Senegal,2000,9860578.0
Serbia,2000,9463306.0
Serbia and Montenegro,2000,10866632.0
Serbia excluding Kosovo,2000,7520060.0
Seychelles,2000,81154.0
Sierra Leone,2000,4060709.0
Singapore,2000,3918183.0
Slovak Republic,2000,5386065.0
Slovenia,2000,1988652.0
Solomon Islands,2000,412336.0
Somalia,2000,7385416.0
Somaliland,2000,
South Africa,2000,44896856.0
South Ossetia,2000,
Spain,2000,40749800.0
Sri Lanka,2000,18783745.0
Sudan,2000,28079664.0
Suriname,2000,480751.0
Svalbard,2000,2421.0
Swaziland,2000,1063715.0
Sweden,2000,8872284.0
Switzerland,2000,7165581.0
Syria,2000,16354050.0
Taiwan,2000,22175667.0
Tajikistan,2000,6186152.0
Tanzania,2000,33991590.0
Thailand,2000,62693322.0
Timor-Leste,2000,847185.0
Togo,2000,4874735.0
Tokelau,2000,1552.0
Tonga,2000,97898.0
Transnistria,2000,
Trinidad and Tobago,2000,1267980.0
Tunisia,2000,9699192.0
Turkey,2000,63240157.0
Turkmenistan,2000,4501419.0
Turks and Caicos Islands,2000,18876.0
Tuvalu,2000,9419.0
Uganda,2000,23757636.0
Ukraine,2000,48746269.0
United Arab Emirates,2000,3050128.0
United Kingdom,2000,58867004.0
United States,2000,282895741.0
Uruguay,2000,3321242.0
USSR,2000,289108679.0
Uzbekistan,2000,24518222.0
Wallis et Futuna,2000,14497.0
Vanuatu,2000,185058.0
Venezuela,2000,24481477.0
West Bank and Gaza,2000,3223781.0
West Germany,2000,64890781.0
Western Sahara,2000,305615.0
Vietnam,2000,80285563.0
Virgin Islands (U.S.),2000,108511.0
North Yemen (former),2000,13570214.0
South Yemen (former),2000,3777260.0
Yemen,2000,17795219.0
Yugoslavia,2000,23346140.0
Zambia,2000,10585220.0
Zimbabwe,2000,12499981.0
Åland,2000,25813.0
South Sudan,2000,6692999.0
Curaçao,2000,132101.0
Sint Maarten (Dutch part),2000,31820.0
St. Martin (French part),2000,
Antarctica,2000,
Bouvet Island,2000,
British Indian Ocean Territory,2000,
Clipperton,2000,
French Southern and Antarctic Lands,2000,
Gaza Strip,2000,
Heard and McDonald Islands,2000,
Northern Marianas,2000,
South Georgia and the South Sandwich Islands,2000,
US Minor Outlying Islands,2000,
Virgin Islands,2000,
West Bank,2000,
Abkhazia,2001,
Afghanistan,2001,20531160.0
Akrotiri and Dhekelia,2001,15264.0
Albania,2001,3124093.0
Algeria,2001,31590320.0
American Samoa,2001,58176.0
Andorra,2001,67770.0
Angola,2001,15562791.0
Anguilla,2001,11371.0
Antigua and Barbuda,2001,78972.0
Argentina,2001,37471535.0
Armenia,2001,3060036.0
Aruba,2001,92894.0
Australia,2001,19308681.0
Austria,2001,8078877.0
Azerbaijan,2001,8195648.0
Bahamas,2001,303138.0
Bahrain,2001,694893.0
Bangladesh,2001,133776064.0
Barbados,2001,270686.0
Belarus,2001,9891535.0
Belgium,2001,10311331.0
Belize,2001,254989.0
Benin,2001,7174911.0
Bermuda,2001,64321.0
Bhutan,2001,580784.0
Bolivia,2001,8496378.0
Bosnia and Herzegovina,2001,3799747.0
Botswana,2001,1762531.0
Brazil,2001,178419396.0
British Virgin Islands,2001,21087.0
Brunei,2001,337074.0
Bulgaria,2001,7934389.0
Burkina Faso,2001,11943740.0
Burundi,2001,6946720.0
Cambodia,2001,12448881.0
Cameroon,2001,16349364.0
Canada,2001,30991344.0
Cape Verde,2001,447357.0
Cayman Islands,2001,43317.0
Central African Republic,2001,3794677.0
Chad,2001,8663599.0
Channel Islands,2001,149797.0
Chile,2001,15358418.0
China,2001,1277188787.0
Christmas Island,2001,1915.0
Cocos Island,2001,633.0
Colombia,2001,40988909.0
Comoros,2001,561525.0
"Congo, Dem. Rep.",2001,49449015.0
"Congo, Rep.",2001,3183883.0
Cook Is,2001,18003.0
Costa Rica,2001,3996800.0
Cote d'Ivoire,2001,16865376.0
Croatia,2001,4408458.0
Cuba,2001,11151472.0
Cyprus,2001,961482.0
Czech Republic,2001,10244261.0
Czechoslovakia,2001,15667928.0
Denmark,2001,5354704.0
Djibouti,2001,734088.0
Dominica,2001,69660.0
Dominican Republic,2001,8697127.0
East Germany,2001,16187426.0
Ecuador,2001,12852753.0
Egypt,2001,69599945.0
El Salvador,2001,5844738.0
Equatorial Guinea,2001,549007.0
Eritrea,2001,3655006.0
Eritrea and Ethiopia,2001,70692531.0
Estonia,2001,1391754.0
Ethiopia,2001,68393128.0
Faeroe Islands,2001,47012.0
Falkland Is (Malvinas),2001,2924.0
Fiji,2001,814215.0
Finland,2001,5188446.0
France,2001,59711914.0
French Guiana,2001,170546.0
French Polynesia,2001,241276.0
Gabon,2001,1260435.0
Gambia,2001,1267103.0
Georgia,2001,4685769.0
Germany,2001,81809438.0
Ghana,2001,19293804.0
Gibraltar,2001,27580.0
Greece,2001,10987715.0
Greenland,2001,56334.0
Grenada,2001,101849.0
Guadeloupe,2001,435730.0
Guam,2001,156417.0
Guatemala,2001,11976725.0
Guernsey,2001,64336.0
Guinea,2001,8955756.0
Guinea-Bissau,2001,1343646.0
Guyana,2001,743163.0
Haiti,2001,8692564.0
Holy See,2001,789.0
Honduras,2001,6371304.0
"Hong Kong, China",2001,6836538.0
Hungary,2001,10195978.0
Iceland,2001,284037.0
India,2001,1071888190.0
Indonesia,2001,214448301.0
Iran,2001,66812736.0
Iraq,2001,24258794.0
Ireland,2001,3901688.0
Isle of Man,2001,77608.0
Israel,2001,6129980.0
Italy,2001,57359179.0
Jamaica,2001,2618325.0
Japan,2001,125974298.0
Jersey,2001,89350.0
Jordan,2001,4850227.0
Kazakhstan,2001,14942788.0
Kenya,2001,31863280.0
Kiribati,2001,85858.0
North Korea,2001,23043441.0
South Korea,2001,46492324.0
United Korea (former),2001,69607115.0
Kosovo,2001,2565455.0
Kuwait,2001,1990022.0
Kyrgyz Republic,2001,4998286.0
Lao,2001,5424701.0
Latvia,2001,2345145.0
Lebanon,2001,3359875.0
Lesotho,2001,1871489.0
Liberia,2001,2998770.0
Libya,2001,5428303.0
Liechtenstein,2001,33663.0
Lithuania,2001,3458923.0
Luxembourg,2001,440198.0
"Macao, China",2001,438088.0
"Macedonia, FYR",2001,2021585.0
Madagascar,2001,16235767.0
Malawi,2001,11491824.0
Malaysia,2001,23920963.0
Maldives,2001,285298.0
Mali,2001,11376094.0
Malta,2001,389323.0
Marshall Islands,2001,52184.0
Martinique,2001,390015.0
Mauritania,2001,2796502.0
Mauritius,2001,1193950.0
Mayotte,2001,155755.0
Mexico,2001,104239563.0
"Micronesia, Fed. Sts.",2001,107170.0
Moldova,2001,4185513.0
Monaco,2001,32364.0
Mongolia,2001,2419729.0
Montenegro,2001,613239.0
Montserrat,2001,4505.0
Morocco,2001,29250983.0
Mozambique,2001,18792357.0
Myanmar,2001,48195684.0
Namibia,2001,1931005.0
Nauru,2001,10053.0
Nepal,2001,24140941.0
Netherlands,2001,15984365.0
Netherlands Antilles,2001,179818.0
New Caledonia,2001,213904.0
New Zealand,2001,3906911.0
Ngorno-Karabakh,2001,
Nicaragua,2001,5100750.0
Niger,2001,11642308.0
Nigeria,2001,126014935.0
Niue,2001,1848.0
Norfolk Island,2001,1963.0
Northern Cyprus,2001,
Northern Mariana Islands,2001,68817.0
Norway,2001,4514907.0
Oman,2001,2272547.0
Pakistan,2001,141282077.0
Palau,2001,19404.0
Panama,2001,3086887.0
Papua New Guinea,2001,5512835.0
Paraguay,2001,5406625.0
Peru,2001,26261363.0
Philippines,2001,79604541.0
Pitcairn,2001,56.0
Poland,2001,38466543.0
Portugal,2001,10320463.0
Puerto Rico,2001,3799366.0
Qatar,2001,613720.0
Reunion,2001,748649.0
Romania,2001,21983221.0
Russia,2001,145818121.0
Rwanda,2001,8329113.0
St. Barthélemy,2001,7222.0
St. Helena,2001,4972.0
St. Kitts and Nevis,2001,46216.0
St. Lucia,2001,158650.0
St. Martin,2001,27578.0
St. Vincent and the Grenadines,2001,107989.0
St.-Pierre-et-Miquelon,2001,6266.0
Samoa,2001,175567.0
San Marino,2001,27771.0
Sao Tome and Principe,2001,140003.0
Saudi Arabia,2001,22007937.0
Senegal,2001,10118078.0
Serbia,2001,9384816.0
Serbia and Montenegro,2001,10846793.0
Serbia excluding Kosovo,2001,7506603.0
Seychelles,2001,82519.0
Sierra Leone,2001,4220198.0
Singapore,2001,4023237.0
Slovak Republic,2001,5386224.0
Slovenia,2001,1988287.0
Solomon Islands,2001,423535.0
Somalia,2001,7610053.0
Somaliland,2001,
South Africa,2001,45579161.0
South Ossetia,2001,
Spain,2001,41230518.0
Sri Lanka,2001,18914866.0
Sudan,2001,28805142.0
Suriname,2001,484210.0
Svalbard,2001,2456.0
Swaziland,2001,1074765.0
Sweden,2001,8888675.0
Switzerland,2001,7200945.0
Syria,2001,16694414.0
Taiwan,2001,22323333.0
Tajikistan,2001,6290413.0
Tanzania,2001,34899062.0
Thailand,2001,63415174.0
Timor-Leste,2001,865848.0
Togo,2001,5006223.0
Tokelau,2001,1504.0
Tonga,2001,98434.0
Transnistria,2001,
Trinidad and Tobago,2001,1272383.0
Tunisia,2001,9785665.0
Turkey,2001,64182694.0
Turkmenistan,2001,4551762.0
Turks and Caicos Islands,2001,20186.0
Tuvalu,2001,9471.0
Uganda,2001,24534668.0
Ukraine,2001,48310816.0
United Arab Emirates,2001,3217865.0
United Kingdom,2001,59080221.0
United States,2001,285796198.0
Uruguay,2001,3327105.0
USSR,2001,288537034.0
Uzbekistan,2001,24814629.0
Wallis et Futuna,2001,14501.0
Vanuatu,2001,189288.0
Venezuela,2001,24940223.0
West Bank and Gaza,2001,3309978.0
West Germany,2001,65003048.0
Western Sahara,2001,326344.0
Vietnam,2001,81123685.0
Virgin Islands (U.S.),2001,108509.0
North Yemen (former),2001,14042840.0
South Yemen (former),2001,3908815.0
Yemen,2001,18306287.0
Yugoslavia,2001,23428536.0
Zambia,2001,10861238.0
Zimbabwe,2001,12603988.0
Åland,2001,26014.0
South Sudan,2001,6967817.0
Curaçao,2001,130271.0
Sint Maarten (Dutch part),2001,32000.0
St. Martin (French part),2001,
Antarctica,2001,
Bouvet Island,2001,
British Indian Ocean Territory,2001,
Clipperton,2001,
French Southern and Antarctic Lands,2001,
Gaza Strip,2001,
Heard and McDonald Islands,2001,
Northern Marianas,2001,
South Georgia and the South Sandwich Islands,2001,
US Minor Outlying Islands,2001,
Virgin Islands,2001,
West Bank,2001,
Abkhazia,2002,
Afghanistan,2002,21487079.0
Akrotiri and Dhekelia,2002,15372.0
Albania,2002,3123112.0
Algeria,2002,31990387.0
American Samoa,2002,58729.0
Andorra,2002,71046.0
Angola,2002,16109696.0
Anguilla,2002,11693.0
Antigua and Barbuda,2002,80030.0
Argentina,2002,37889443.0
Armenia,2002,3047249.0
Aruba,2002,94995.0
Australia,2002,19514385.0
Austria,2002,8114698.0
Azerbaijan,2002,8280599.0
Bahamas,2002,309170.0
Bahrain,2002,725365.0
Bangladesh,2002,136228456.0
Barbados,2002,271479.0
Belarus,2002,9825802.0
Belgium,2002,10364613.0
Belize,2002,262202.0
Benin,2002,7414744.0
Bermuda,2002,64614.0
Bhutan,2002,598421.0
Bolivia,2002,8653343.0
Bosnia and Herzegovina,2002,3808347.0
Botswana,2002,1786672.0
Brazil,2002,181045592.0
British Virgin Islands,2002,21530.0
Brunei,2002,343383.0
Bulgaria,2002,7869124.0
Burkina Faso,2002,12290984.0
Burundi,2002,7159918.0
Cambodia,2002,12681984.0
Cameroon,2002,16779434.0
Canada,2002,31288572.0
Cape Verde,2002,455396.0
Cayman Islands,2002,44742.0
Central African Republic,2002,3859784.0
Chad,2002,9002102.0
Channel Islands,2002,150905.0
Chile,2002,15544554.0
China,2002,1284349938.0
Christmas Island,2002,1226.0
Cocos Island,2002,632.0
Colombia,2002,41572493.0
Comoros,2002,575428.0
"Congo, Dem. Rep.",2002,50971407.0
"Congo, Rep.",2002,3256867.0
Cook Is,2002,18308.0
Costa Rica,2002,4063208.0
Cote d'Ivoire,2002,17185421.0
Croatia,2002,4396765.0
Cuba,2002,11184540.0
Cyprus,2002,979883.0
Czech Republic,2002,10225198.0
Czechoslovakia,2002,15666943.0
Denmark,2002,5369058.0
Djibouti,2002,745459.0
Dominica,2002,69806.0
Dominican Republic,2002,8832286.0
East Germany,2002,16215432.0
Ecuador,2002,13072056.0
Egypt,2002,70908710.0
El Salvador,2002,5874301.0
Equatorial Guinea,2002,567664.0
Eritrea,2002,3788532.0
Eritrea and Ethiopia,2002,72376394.0
Estonia,2002,1382735.0
Ethiopia,2002,70391170.0
Faeroe Islands,2002,47452.0
Falkland Is (Malvinas),2002,2947.0
Fiji,2002,815691.0
Finland,2002,5200632.0
France,2002,60075783.0
French Guiana,2002,178785.0
French Polynesia,2002,245032.0
Gabon,2002,1289192.0
Gambia,2002,1307674.0
Georgia,2002,4629853.0
Germany,2002,81699829.0
Ghana,2002,19788181.0
Gibraltar,2002,27903.0
Greece,2002,11011490.0
Greenland,2002,56525.0
Grenada,2002,102100.0
Guadeloupe,2002,440202.0
Guam,2002,157241.0
Guatemala,2002,12272208.0
Guernsey,2002,64582.0
Guinea,2002,9114287.0
Guinea-Bissau,2002,1372367.0
Guyana,2002,743107.0
Haiti,2002,8834739.0
Holy See,2002,792.0
Honduras,2002,6499001.0
"Hong Kong, China",2002,6854755.0
Hungary,2002,10168101.0
Iceland,2002,286865.0
India,2002,1090189358.0
Indonesia,2002,217369087.0
Iran,2002,67696677.0
Iraq,2002,24943793.0
